celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,judge_count,max_score,voting_rule,voting_phase,elimination_week,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,last_valid_week,partner_id,avg_score_all_weeks,score_trend
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,3,30,rank,3,10,20.0,6.666666666666667,21.0,7.0,24.0,8.0,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,30.0,10.0,30.0,10.0,28.9998,9.6666,30.0,10.0,30.0,10.0,11,42,26.363618181818183,1.063630909090909
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,9,18.0,6.0,19.0,6.333333333333333,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,27.0,9.0,24.9998,8.333266666666667,0.0,0.0,0.0,0.0,9,10,23.444422222222222,1.0833200000000012
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,3,30,rank,3,9,16.0,5.333333333333333,18.0,6.0,18.0,6.0,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,28.5,9.5,11,48,22.954545454545453,1.1772727272727275
Kaitlyn Bristowe,Artem Chigvintsev,Tv Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,3,30,rank,3,99,20.0,6.666666666666667,22.0,7.333333333333333,23.0,7.666666666666667,25.0,8.333333333333334,27.0,9.0,27.0,9.0,24.0,8.0,28.0,9.333333333333334,30.0,10.0,30.0,10.0,30.0,10.0,11,40,26.0,0.963636363636364
Carole Baskin,Pasha Pashkov,Tv Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,3,11.0,3.6666666666666665,16.0,5.333333333333333,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,46,13.0,0.4999999999999998
Monica Aldama,Valentin Chmerkovskiy,Tv Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,7,19.0,6.333333333333333,16.0,5.333333333333333,21.0,7.0,24.0,8.0,26.0,8.666666666666666,27.0,9.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,28,22.142857142857142,1.285714285714286
Jeannie Mai,Brandon Armstrong,Tv Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,-1,18.0,6.0,18.0,6.0,22.0,7.333333333333333,21.0,7.0,24.0,8.0,25.0,8.333333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,45,21.857142857142858,1.321428571428571
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,2,13.0,3.25,15.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,47,14.0,1.9999999999999976
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,4,24.0,6.0,23.0,5.75,19.0,6.333333333333333,26.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,32,23.0,0.20000000000000037
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,9,26.0,6.5,27.0,6.75,23.0,7.666666666666667,36.5,9.125,36.0,9.0,34.0,8.5,38.0,9.5,42.0,10.5,36.0,9.0,0.0,0.0,0.0,,9,40,33.166666666666664,1.8750000000000002
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,4,24.0,6.0,22.0,5.5,20.0,6.666666666666667,28.5,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,31,23.625,1.1499999999999984
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,7,24.0,6.0,26.0,6.5,22.0,7.333333333333333,32.5,8.125,32.0,8.0,34.0,8.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,38,28.928571428571427,1.7857142857142865
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,9,28.0,7.0,28.0,7.0,21.0,7.0,34.0,8.5,36.0,9.0,36.0,9.0,34.0,8.5,42.0,10.5,37.5,9.375,0.0,0.0,0.0,,9,35,32.94444444444444,1.7999999999999998
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,4,40,rank,3,99,21.0,5.25,25.0,6.25,19.0,6.333333333333333,31.5,7.875,28.0,7.0,40.0,10.0,34.0,8.5,35.0,8.75,37.5,9.375,40.0,10.0,0.0,,10,48,31.1,2.16969696969697
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,4,40,rank,3,9,24.0,6.0,24.0,6.0,18.0,6.0,29.0,7.25,32.0,8.0,36.0,9.0,36.0,9.0,38.0,9.5,35.5,8.875,38.0,9.5,0.0,,10,10,31.05,2.0090909090909097
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,5,27.0,6.75,30.0,7.5,22.0,7.333333333333333,33.0,8.25,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,33,29.6,2.099999999999998
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,8,22.0,5.5,27.0,6.75,20.0,6.666666666666667,32.5,8.125,34.0,8.5,38.0,9.5,38.0,9.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,,8,34,30.4375,2.148809523809522
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,8,25.0,6.25,27.0,6.75,24.0,8.0,35.0,8.75,36.0,9.0,36.0,9.0,42.0,10.5,36.0,9.0,0.0,0.0,0.0,0.0,0.0,,8,28,32.625,2.2499999999999973
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,4,40,rank,3,10,29.0,7.25,31.0,7.75,24.0,8.0,35.0,8.75,40.0,10.0,40.0,10.0,39.0,9.75,41.0,10.25,40.0,10.0,40.0,10.0,0.0,,10,42,35.9,1.5696969696969687
Christine Chiu,Pasha Pashkov,Tv Personality,,Taiwan China,38,30,Eliminated Week 3,14,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,3,25.0,6.25,24.0,6.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,46,23.333333333333332,-1.9999999999999971
Kenya Moore,Brandon Armstrong,Tv Personality,Michigan,United States,50,30,Eliminated Week 6,10,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,7.0,7.0,8.0,7.5,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,6,26.0,6.5,24.0,6.0,21.0,7.0,29.5,7.375,36.0,9.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,45,28.083333333333332,2.128571428571428
Amanda Kloots,Alan Bersten,Tv Personality,Ohio,United States,39,30,4th Place,4,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.5,8.5,8.5,8.5,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10.0,10.0,10.0,9.5,10.0,9.5,10.0,,,,,4,40,rank,3,8,28.0,7.0,32.0,8.0,24.0,8.0,34.0,8.5,39.0,9.75,38.0,9.5,34.0,8.5,42.0,10.5,39.5,9.875,39.0,9.75,0.0,,10,44,34.95,1.4575757575757575
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,1,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,29,18.0,0.0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,3,21.0,5.25,21.0,5.25,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,5,22.0,1.5000000000000022
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,-1,28.0,7.0,28.0,7.0,28.0,7.0,32.0,8.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,35,31.2,2.799999999999996
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.5,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,5,23.0,5.75,24.0,6.0,29.0,7.25,28.0,7.0,35.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,48,27.8,2.7999999999999963
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,10.0,9.25,10.25,9.25,10.25,8.5,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,9,21.0,5.25,30.0,7.5,27.0,6.75,28.0,7.0,36.0,9.0,34.0,8.5,39.0,9.75,39.0,9.75,32.5,8.125,0.0,0.0,0.0,,9,34,31.833333333333332,1.7166666666666675
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.125,8.125,8.625,8.625,9.0,8.0,8.0,9.0,9.0,8.5,9.5,9.5,10.0,9.0,10.0,10.0,9.0,8.0,9.0,8.5,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,9,27.0,6.75,29.0,7.25,31.0,7.75,29.0,7.25,33.5,8.375,34.0,8.5,36.5,9.125,39.0,9.75,34.5,8.625,0.0,0.0,0.0,,9,47,32.611111111111114,1.2666666666666664
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.125,10.125,10.125,10.625,8.0,9.0,8.0,9.0,9.5,9.0,9.5,10.0,11.25,11.25,11.25,11.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,,,,,4,40,rank,3,9,29.0,7.25,32.0,8.0,33.0,8.25,36.0,9.0,41.0,10.25,34.0,8.5,38.0,9.5,45.0,11.25,36.5,9.125,38.0,9.5,0.0,,10,38,36.25,1.03939393939394
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,4,20.0,5.0,26.0,6.5,25.0,6.25,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,10,24.0,1.4000000000000001
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,8.875,8.875,9.375,8.875,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,6,20.0,5.0,25.0,6.25,26.0,6.5,31.0,7.75,36.0,9.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,44,28.333333333333332,2.7999999999999994
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,8.875,8.375,8.875,9.375,9.0,8.0,8.0,9.0,8.5,9.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,7,26.0,6.5,27.0,6.75,29.0,7.25,34.0,8.5,35.5,8.875,34.0,8.5,34.5,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,45,31.428571428571427,1.6428571428571432
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.625,10.125,9.625,9.625,9.0,9.0,9.0,9.0,8.5,9.0,9.0,8.5,9.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,8,24.0,6.0,28.0,7.0,32.0,8.0,34.0,8.5,39.0,9.75,36.0,9.0,35.0,8.75,35.0,8.75,0.0,0.0,0.0,0.0,0.0,,8,40,32.875,1.5357142857142836
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.375,10.375,10.375,10.875,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,11.25,11.25,11.25,11.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,4,40,rank,3,99,32.0,8.0,32.0,8.0,33.0,8.25,36.0,9.0,42.0,10.5,40.0,10.0,39.0,9.75,45.0,11.25,40.0,10.0,40.0,10.0,0.0,,10,18,37.9,1.1818181818181832
Teresa Giudice,Pasha Pashkov,Tv Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,2,20.0,5.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,46,21.5,2.999999999999997
Vinny Guadagnino,Koko Iwasaki,Tv Personality,New York,United States,34,31,Eliminated Week 8,7,4.0,4.0,5.0,4.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,7.0,7.75,7.75,7.75,7.75,7.0,7.0,7.0,7.0,7.5,8.0,8.0,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,40,rank,3,8,17.0,4.25,27.0,6.75,23.0,5.75,29.0,7.25,31.0,7.75,28.0,7.0,31.5,7.875,29.0,7.25,0.0,0.0,0.0,0.0,0.0,,8,49,26.9375,1.4702380952380936
Shangela,Gleb Savchenko,Tv Personality,Texas,United States,40,31,4th Place,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.75,9.25,9.75,9.75,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.0,11.25,10.25,10.25,10.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,,,,,4,40,rank,3,8,28.0,7.0,28.0,7.0,30.0,7.5,32.0,8.0,38.5,9.625,36.0,9.0,36.5,9.125,42.0,10.5,36.5,9.125,38.0,9.5,0.0,,10,33,34.55,1.3363636363636378
Gabby Windey,Valentin Chmerkovskiy,Tv Personality,Illinois,United States,31,31,2nd Place,2,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.25,10.25,10.25,10.25,9.0,9.0,9.0,10.0,9.0,9.0,8.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,4,40,rank,3,10,28.0,7.0,32.0,8.0,33.0,8.25,36.0,9.0,41.0,10.25,37.0,9.25,35.5,8.875,40.0,10.0,40.0,10.0,40.0,10.0,0.0,,10,28,36.25,1.1727272727272735
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5.0,5.0,5.0,,6.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,2,15.0,5.0,16.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,44,15.5,0.9999999999999981
