celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,judge_count,max_score,voting_rule,voting_phase,elimination_week,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,last_valid_week,partner_id,avg_score_all_weeks,score_trend
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,5,17.0,5.666666666666667,18.0,6.0,26.0,6.5,21.0,7.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,33,20.8,1.299999999999997
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,8.0,8.0,8.0,,8.25,7.25,8.25,8.25,8.0,8.0,8.5,8.0,8.75,8.75,8.75,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,8,16.0,5.333333333333333,15.0,5.0,25.0,6.25,18.0,6.0,24.0,8.0,32.0,8.0,32.5,8.125,35.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,8,29,24.6875,2.9464285714285716
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5.0,4.0,4.0,,7.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,,9.0,8.5,9.0,,3,30,rank,3,7,13.0,4.333333333333333,19.0,6.333333333333333,24.0,6.0,18.0,6.0,21.0,7.0,31.0,7.75,35.0,8.75,36.0,9.0,32.0,8.0,25.5,8.5,26.5,8.833333333333334,11,35,25.545454545454547,1.522727272727273
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,9.0,10.0,9.0,,10.25,10.25,11.25,10.25,9.5,9.0,9.5,9.0,10.0,10.0,10.0,10.0,9.75,9.75,10.75,10.75,10.0,10.0,10.0,,10.0,10.0,10.0,,3,30,rank,3,99,18.0,6.0,24.0,8.0,32.0,8.0,27.0,9.0,28.0,9.333333333333334,42.0,10.5,37.0,9.25,40.0,10.0,41.0,10.25,30.0,10.0,30.0,10.0,11,28,31.727272727272727,1.3272727272727278
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6.0,6.0,6.0,,5.0,5.0,5.0,,5.0,5.0,6.0,6.0,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,4,18.0,6.0,15.0,5.0,22.0,5.5,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,47,19.0,1.5999999999999985
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,1,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,49,12.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4.0,4.0,4.0,,6.0,6.0,6.0,,5.0,5.0,5.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,3,12.0,4.0,18.0,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,42,16.666666666666668,4.000000000000001
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,9.75,9.75,9.75,9.75,8.5,8.5,10.0,9.0,8.0,9.0,8.0,8.0,10.75,10.75,10.75,10.75,9.5,9.5,9.5,,10.0,10.0,10.0,,3,30,rank,3,10,21.0,7.0,24.0,8.0,34.0,8.5,24.0,8.0,27.0,9.0,39.0,9.75,36.0,9.0,33.0,8.25,43.0,10.75,28.5,9.5,30.0,10.0,11,48,30.863636363636363,1.0636363636363637
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6.0,7.0,6.0,,7.0,7.0,7.0,,7.0,6.0,7.0,7.0,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,10.0,9.5,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,7,19.0,6.333333333333333,21.0,7.0,27.0,6.75,22.0,7.333333333333333,24.0,8.0,37.0,9.25,36.5,9.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,45,26.642857142857142,2.9107142857142856
Harry Jowsey,Rylee Arnold,Tv Personality,,Australia,26,32,Eliminated Week 9,6,4.0,4.0,4.0,,5.0,5.0,5.0,,6.0,5.0,7.0,6.0,7.0,7.0,7.0,,6.0,6.0,6.0,,7.25,7.25,7.25,7.25,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,9,12.0,4.0,15.0,5.0,24.0,6.0,21.0,7.0,18.0,6.0,29.0,7.25,32.0,8.0,28.0,7.0,30.0,7.5,0.0,0.0,0.0,0.0,9,50,23.22222222222222,2.2500000000000004
Mauricio Umansky,Emma Slater,Tv Personality,,Mexico,53,32,Eliminated Week 6,9,5.0,5.0,5.0,,4.0,4.0,4.0,,7.0,5.0,6.0,5.0,7.0,6.0,6.0,,8.0,8.0,8.0,,8.5,8.5,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,6,15.0,5.0,12.0,4.0,23.0,5.75,19.0,6.333333333333333,24.0,8.0,33.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,34,21.0,3.4857142857142844
Charity Lawson,Artem Chigvintsev,Tv Personality,Georgia,United States,27,32,4th Place,4,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,10.0,9.0,9.0,,9.75,9.75,8.75,9.75,9.0,9.0,9.0,9.0,9.75,9.75,9.75,9.75,9.0,10.0,9.0,10.0,10.0,9.5,10.0,,9.5,10.0,10.0,,3,30,rank,3,8,22.0,7.333333333333333,21.0,7.0,32.0,8.0,24.0,8.0,28.0,9.333333333333334,38.0,9.5,36.0,9.0,39.0,9.75,38.0,9.5,29.5,9.833333333333334,29.5,9.833333333333334,11,40,30.636363636363637,1.1590909090909098
Ariana Madix,Pasha Pashkov,Tv Personality,Florida,United States,38,32,3rd Place,3,7.0,7.0,7.0,,6.0,7.0,7.0,,9.0,8.0,9.0,8.0,8.0,9.0,8.0,,8.0,8.0,8.0,,10.0,10.0,10.0,11.0,9.0,9.0,10.0,9.0,9.75,10.75,10.75,10.75,9.0,9.0,9.0,10.0,9.5,9.5,10.0,,9.5,10.0,10.0,,3,30,rank,3,9,21.0,7.0,20.0,6.666666666666667,34.0,8.5,25.0,8.333333333333334,24.0,8.0,41.0,10.25,37.0,9.25,42.0,10.5,37.0,9.25,29.0,9.666666666666666,29.5,9.833333333333334,11,46,30.863636363636363,1.2227272727272738
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6.0,6.0,5.0,,7.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,3,30,rank,3,2,17.0,5.666666666666667,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,2,46,18.0,1.9999999999999958
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,4.0,5.0,,6.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,3,30,rank,3,3,15.0,5.0,15.0,5.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,3,47,17.666666666666668,4.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6.0,5.0,5.0,,6.0,4.0,5.0,,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,3,30,rank,3,3,16.0,5.333333333333333,15.0,5.0,21.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,3,34,17.333333333333332,2.5000000000000018
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8.0,7.0,8.0,,8.0,8.0,8.0,,8.5,8.5,9.0,8.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,10.0,11.0,11.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,,,,,,,,,,3,30,rank,3,9,23.0,7.666666666666667,24.0,8.0,34.5,8.625,32.0,8.0,27.0,9.0,32.0,10.666666666666666,30.0,10.0,29.0,9.666666666666666,30.0,10.0,0.0,,0.0,,9,45,29.055555555555557,0.5666666666666685
Dwight HowardÂ ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,6.5,6.0,6.5,7.0,8.0,7.0,7.0,8.0,8.0,8.0,,11.0,10.0,10.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,3,30,rank,3,7,22.0,7.333333333333333,22.0,7.333333333333333,26.0,6.5,29.0,7.25,24.0,8.0,31.0,10.333333333333334,24.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7,48,25.428571428571427,0.7857142857142871
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7.0,6.0,7.0,,7.0,7.0,7.0,,7.5,7.5,8.0,7.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,,10.0,9.0,9.0,,8.5,8.5,8.5,,9.0,9.0,9.0,,9.0,9.5,9.5,,,,,,,,,,3,30,rank,3,7,20.0,6.666666666666667,21.0,7.0,30.0,7.5,36.0,9.0,25.5,8.5,28.0,9.333333333333334,25.5,8.5,27.0,9.0,28.0,9.333333333333334,0.0,,0.0,,9,38,26.77777777777778,0.5499999999999998
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7.0,7.0,7.0,,8.0,7.0,7.0,,8.0,8.0,7.5,7.5,8.0,9.0,8.0,8.0,8.0,8.0,8.0,,10.0,9.0,9.0,,9.5,9.0,8.5,,9.0,8.5,9.0,,10.0,9.5,10.0,,,,,,,,,,3,30,rank,3,8,21.0,7.0,22.0,7.333333333333333,31.0,7.75,33.0,8.25,24.0,8.0,28.0,9.333333333333334,27.0,9.0,26.5,8.833333333333334,29.5,9.833333333333334,0.0,,0.0,,9,50,26.88888888888889,0.575000000000001
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.0,7.0,6.5,8.0,8.0,8.0,8.0,9.0,8.5,8.5,,8.0,8.0,8.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,9.5,9.5,9.5,,,,,,,,,,3,30,rank,3,10,18.0,6.0,21.0,7.0,28.0,7.0,32.0,8.0,26.0,8.666666666666666,24.0,8.0,26.0,8.666666666666666,28.5,9.5,28.5,9.5,0.0,,0.0,,9,44,25.77777777777778,0.875000000000002
Anna Delvey,Ezra Sosa,Con Artist,,Russia,33,33,Eliminated Week 2,12,6.0,6.0,6.0,,6.0,5.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,3,30,rank,3,2,18.0,6.0,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,2,51,17.5,-1.0000000000000024
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6.0,6.0,6.0,,7.0,6.0,7.0,,7.5,7.5,8.0,7.5,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,3,30,rank,3,4,18.0,6.0,20.0,6.666666666666667,30.5,7.625,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4,33,25.125,5.25
Phaedra Parks,Val Chmerkovskiy,Tv Personality,Georgia,United States,51,33,Eliminated Week 5,8,7.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.5,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,3,30,rank,3,5,19.0,6.333333333333333,21.0,7.0,28.0,7.0,32.0,8.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,5,52,24.8,2.0999999999999974
Jenn Tran,Sasha Farber,Tv Personality,Florida,United States,26,33,Eliminated Week 6,7,7.0,6.0,6.0,,6.0,6.0,7.0,,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,,11.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,3,30,rank,3,6,19.0,6.333333333333333,19.0,6.333333333333333,31.0,7.75,32.0,8.0,25.5,8.5,31.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6,35,26.25,2.299999999999999
Joey Graziadei,Jenna Johnson,Tv Personality,Louisiana,United States,29,33,1st Place,1,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,9.0,8.5,8.5,9.0,,11.0,10.0,11.0,,9.0,9.5,9.0,,9.5,10.0,9.5,,9.5,10.0,10.0,,,,,,,,,,3,30,rank,3,99,21.0,7.0,22.0,7.333333333333333,35.0,8.75,36.0,9.0,26.0,8.666666666666666,32.0,10.666666666666666,27.5,9.166666666666666,29.0,9.666666666666666,29.5,9.833333333333334,0.0,,0.0,,9,42,28.666666666666668,0.6000000000000018
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4.0,5.0,,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,2,9.0,4.5,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,42,12.0,5.999999999999997
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6.0,6.0,,,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.5,9.5,9.0,9.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,8,12.0,6.0,19.0,6.333333333333333,21.0,7.0,21.0,7.0,29.0,7.25,36.0,9.0,35.0,8.75,37.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,8,46,26.25,3.666666666666665
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,6.0,6.0,,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,10.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,3,30,rank,3,7,12.0,6.0,21.0,7.0,21.0,7.0,24.0,8.0,30.0,7.5,36.0,9.0,32.0,8.0,37.5,9.375,36.0,9.0,28.5,9.5,28.9998,9.6666,11,53,27.909072727272726,1.7181727272727279
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,5.0,5.0,,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,2,10.0,5.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,47,14.0,7.9999999999999964
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,5.0,5.0,,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.5,10.0,9.5,9.5,10.5,9.5,9.5,9.5,9.5,9.5,,9.6666,10.0,10.0,,3,30,rank,3,9,10.0,5.0,22.0,7.333333333333333,24.0,8.0,24.0,8.0,32.0,8.0,39.0,9.75,38.0,9.5,39.0,9.75,39.0,9.75,28.5,9.5,29.666600000000003,9.888866666666667,11,54,29.5606,1.866663636363637
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,5.0,4.0,,,6.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.25,7.25,7.25,7.25,8.0,8.5,9.5,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,9,9.0,4.5,16.0,5.333333333333333,18.0,6.0,18.0,6.0,24.0,6.0,27.0,6.75,29.0,7.25,34.0,8.5,29.0,7.25,0.0,0.0,0.0,0.0,9,55,22.666666666666668,2.7499999999999996
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,8.0,7.0,,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.75,9.75,9.75,10.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,,9.6666,10.0,10.0,,3,30,rank,3,99,15.0,7.5,22.0,7.333333333333333,22.0,7.333333333333333,22.0,7.333333333333333,35.0,8.75,36.0,9.0,41.0,10.25,38.0,9.5,42.0,10.5,29.5,9.833333333333334,29.666600000000003,9.888866666666667,11,56,30.196963636363638,1.830300000000001
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,7.0,7.0,,,7.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,4,14.0,7.0,21.0,7.0,22.0,7.333333333333333,23.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,33,20.0,2.7999999999999994
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,7.0,6.0,,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,3,13.0,6.5,21.0,7.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45,17.333333333333332,2.5000000000000018
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,5.0,5.0,,,6.0,6.0,6.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,6,10.0,5.0,18.0,6.0,22.0,7.333333333333333,21.0,7.0,30.0,7.5,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,50,21.5,3.5714285714285707
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social Media Personality,Florida,United States,24,34,2nd Place,2,7.0,6.0,,,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,11.0,9.5,10.0,9.5,9.5,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,10.0,10.0,,3,30,rank,3,10,13.0,6.5,21.0,7.0,23.0,7.666666666666667,24.0,8.0,35.0,8.75,35.0,8.75,43.0,10.75,38.5,9.625,40.0,10.0,29.0,9.666666666666666,30.0,10.0,11,57,30.136363636363637,1.863636363636364
Jen Affleck,Jan Ravnik,Tv Personality,Utah,United States,26,34,Eliminated Week 7,9,6.0,6.0,,,8.0,7.0,7.0,,7.0,6.0,6.0,,7.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,30,rank,3,7,12.0,6.0,22.0,7.333333333333333,19.0,6.333333333333333,23.0,7.666666666666667,29.0,7.25,32.0,8.0,34.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,58,24.428571428571427,3.4285714285714284
Whitney Leavitt,Mark Ballas,Tv Personality,Utah,United States,32,34,Eliminated Week 10,6,7.0,8.0,,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.25,10.25,10.25,11.25,9.5,10.0,10.0,10.0,10.5,10.5,10.5,10.5,9.0,10.0,10.0,,0.0,0.0,0.0,,3,30,rank,3,10,15.0,7.5,22.0,7.333333333333333,24.0,8.0,25.0,8.333333333333334,33.0,8.25,39.0,9.75,42.0,10.5,39.5,9.875,42.0,10.5,29.0,9.666666666666666,0.0,0.0,10,18,31.05,2.427272727272728
Dylan Efron,Daniella Karagach (Rumer Willis week 9),Tv Personality,California,United States,33,34,4th Place,4,5.0,5.0,,,7.0,6.0,7.0,,7.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.75,9.75,8.75,9.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,9.0,9.0,9.5,,9.6666,9.6666,10.0,,3,30,rank,3,8,10.0,5.0,20.0,6.666666666666667,23.0,7.666666666666667,23.0,7.666666666666667,36.0,9.0,32.0,8.0,38.0,9.5,38.0,9.5,42.0,10.5,27.5,9.166666666666666,29.3332,9.777733333333334,11,59,28.98483636363636,1.9606000000000001
